Table Code,State Code,Area Name,Total/Rural/Urban,Female Main Workers/Marginal Workers,Marital Status,Female - Population,Total Female - Main/Marginal Workers,A - Cultivators,,A - Agricultural Labourers,"A - Plantation, Livestock, Forestry, Fishing, Hunting and Allied Activities",B,C - HHI,C - Non HHI,D & E,F,G - HHI,G - Non HHI,H,I,J - HHI,J - Non HHI,K to M,N to O,P to Q,R to U - HHI,R to U - Non HHI
B1717,2,State - Himachal Pradesh,Urban,Marginal Workers,Never Married,2769,2869,783,,115,44,2,38,98,3,54,0,67,15,16,0,16,28,82,197,73,1238
B1717,2,State - Himachal Pradesh,Urban,Marginal Workers,Married,10082,10024,4586,,748,190,2,230,308,3,369,0,270,52,22,0,9,46,121,399,331,2338
B1717,2,State - Himachal Pradesh,Urban,Marginal Workers,Widowed,805,806,337,,55,28,1,19,23,0,43,0,38,2,9,0,2,2,11,27,34,175
B1717,2,State - Himachal Pradesh,Urban,Marginal Workers,Separated,62,62,22,,1,0,0,2,2,0,2,0,6,0,2,0,0,0,0,11,6,8
B1717,2,State - Himachal Pradesh,Urban,Marginal Workers,Divorced,28,23,8,,3,0,0,0,4,0,0,0,1,0,2,0,0,0,0,0,0,5
B1717,3,State - Punjab,Total,Total Female Workers,Total,1823205,1827104,181152,,349010,136035,99,52697,120199,3140,46167,152,54036,12946,5199,103,4274,17314,68340,278082,85008,413151
B1717,3,State - Punjab,Total,Total Female Workers,Never Married,338854,338097,31002,,54804,9625,22,7568,29946,219,7342,29,8969,2289,611,32,1764,4396,13685,51816,11016,102962
B1717,3,State - Punjab,Total,Total Female Workers,Married,1304022,1309109,131923,,264259,115986,67,39542,77603,2061,32560,105,37833,8932,3559,57,2133,11187,43042,201017,67261,269982
B1717,3,State - Punjab,Total,Total Female Workers,Widowed,163833,163495,17439,,27762,9800,10,5131,10704,832,5730,16,6497,1550,922,14,289,1502,10720,21409,6325,36843
B1717,3,State - Punjab,Total,Total Female Workers,Separated,10227,10128,499,,1548,456,0,293,1221,12,364,0,436,92,71,0,47,125,530,2086,246,2102
B1717,3,State - Punjab,Total,Total Female Workers,Divorced,6269,6275,289,,637,168,0,163,725,16,171,2,301,83,36,0,41,104,363,1754,160,1262
B1717,3,State - Punjab,Total,Main Workers,Total,1186305,1189412,112083,,154042,83667,77,33806,91342,2930,29151,133,46030,11705,4049,79,4035,16380,63256,260763,51888,223996
B1717,3,State - Punjab,Total,Main Workers,Never Married,200919,200490,19525,,24237,4626,20,4412,21213,193,5298,29,7714,2072,459,23,1635,4067,12383,46461,5968,40155
B1717,3,State - Punjab,Total,Main Workers,Married,849292,853089,78493,,112696,71888,53,25227,59558,1907,19675,90,31919,8016,2754,46,2043,10641,39709,190180,41479,156715
B1717,3,State - Punjab,Total,Main Workers,Widowed,123198,122957,13474,,15926,6709,4,3843,8927,806,3826,14,5759,1452,762,10,273,1453,10331,20464,4175,24749
B1717,3,State - Punjab,Total,Main Workers,Separated,7870,7841,367,,838,326,0,213,1024,8,224,0,373,84,44,0,45,123,486,1979,142,1565
B1717,3,State - Punjab,Total,Main Workers,Divorced,5026,5035,224,,345,118,0,111,620,16,128,0,265,81,30,0,39,96,347,1679,124,812
B1717,3,State - Punjab,Total,Marginal Workers,Total,636900,637692,69069,,194968,52368,22,18891,28857,210,17016,19,8006,1241,1150,24,239,934,5084,17319,33120,189155
B1717,3,State - Punjab,Total,Marginal Workers,Never Married,137935,137607,11477,,30567,4999,2,3156,8733,26,2044,0,1255,217,152,9,129,329,1302,5355,5048,62807
B1717,3,State - Punjab,Total,Marginal Workers,Married,454730,456020,53430,,151563,44098,14,14315,18045,154,12885,15,5914,916,805,11,90,546,3333,10837,25782,113267
B1717,3,State - Punjab,Total,Marginal Workers,Widowed,40635,40538,3965,,11836,3091,6,1288,1777,26,1904,2,738,98,160,4,16,49,389,945,2150,12094
B1717,3,State - Punjab,Total,Marginal Workers,Separated,2357,2287,132,,710,130,0,80,197,4,140,0,63,8,27,0,2,2,44,107,104,537
B1717,3,State - Punjab,Total,Marginal Workers,Divorced,1243,1240,65,,292,50,0,52,105,0,43,2,36,2,6,0,2,8,16,75,36,450
B1717,3,State - Punjab,Rural,Total Female Workers,Total,1183380,1187344,170363,,328567,128974,86,36600,64748,1272,28492,68,17092,5248,2082,26,532,2910,17230,110210,62888,209956
B1717,3,State - Punjab,Rural,Total Female Workers,Never Married,200298,200677,28047,,51874,9106,20,4984,18968,82,4308,14,1970,1086,216,12,220,794,3514,20930,7838,46694
B1717,3,State - Punjab,Rural,Total Female Workers,Married,875082,878970,125314,,249354,110620,56,28230,41388,804,20760,46,12922,3694,1500,12,240,1670,10634,77154,50170,144402
B1717,3,State - Punjab,Rural,Total Female Workers,Widowed,100209,100040,16296,,25358,8718,10,3108,3672,378,3174,6,2058,420,328,2,56,418,2908,10948,4642,17540
B1717,3,State - Punjab,Rural,Total Female Workers,Separated,5177,5183,454,,1407,388,0,184,502,4,172,0,104,16,34,0,16,26,112,712,156,896
B1717,3,State - Punjab,Rural,Total Female Workers,Divorced,2614,2474,252,,574,142,0,94,218,4,78,2,38,32,4,0,0,2,62,466,82,424
B1717,3,State - Punjab,Rural,Main Workers,Total,689185,691769,105378,,142277,78310,66,21738,44472,1116,14690,54,13520,4572,1312,18,470,2646,15614,101954,37918,105644
B1717,3,State - Punjab,Rural,Main Workers,Never Married,107978,107849,17977,,22538,4256,20,2626,12250,64,2822,14,1512,944,104,6,192,684,3126,18274,4082,16358
B1717,3,State - Punjab,Rural,Main Workers,Married,506363,509270,74285,,104397,67844,42,16738,28930,692,10026,34,10146,3212,958,10,208,1532,9560,72154,30650,77852
B1717,3,State - Punjab,Rural,Main Workers,Widowed,69508,69374,12583,,14297,5836,4,2182,2742,356,1718,6,1752,372,236,2,54,402,2770,10426,3034,10602
B1717,3,State - Punjab,Rural,Main Workers,Separated,3487,3498,336,,742,274,0,132,388,0,70,0,76,12,12,0,16,26,100,658,88,568
B1717,3,State - Punjab,Rural,Main Workers,Divorced,1849,1778,197,,303,100,0,60,162,4,54,0,34,32,2,0,0,2,58,442,64,264
B1717,3,State - Punjab,Rural,Marginal Workers,Total,494195,495575,64985,,186290,50664,20,14862,20276,156,13802,14,3572,676,770,8,62,264,1616,8256,24970,104312
B1717,3,State - Punjab,Rural,Marginal Workers,Never Married,92320,92828,10070,,29336,4850,0,2358,6718,18,1486,0,458,142,112,6,28,110,388,2656,3756,30336
B1717,3,State - Punjab,Rural,Marginal Workers,Married,368719,369700,51029,,144957,42776,14,11492,12458,112,10734,12,2776,482,542,2,32,138,1074,5000,19520,66550
B1717,3,State - Punjab,Rural,Marginal Workers,Widowed,30701,30666,3713,,11061,2882,6,926,930,22,1456,0,306,48,92,0,2,16,138,522,1608,6938
B1717,3,State - Punjab,Rural,Marginal Workers,Separated,1690,1685,118,,665,114,0,52,114,4,102,0,28,4,22,0,0,0,12,54,68,328
B1717,3,State - Punjab,Rural,Marginal Workers,Divorced,765,696,55,,271,42,0,34,56,0,24,2,4,0,2,0,0,0,4,24,18,160
B1717,3,State - Punjab,Urban,Total Female Workers,Total,639825,639760,10789,,20443,7061,13,16097,55451,1868,17675,84,36944,7698,3117,77,3742,14404,51110,167872,22120,203195
B1717,3,State - Punjab,Urban,Total Female Workers,Never Married,138556,137420,2955,,2930,519,2,2584,10978,137,3034,15,6999,1203,395,20,1544,3602,10171,30886,3178,56268
B1717,3,State - Punjab,Urban,Total Female Workers,Married,428940,430139,6609,,14905,5366,11,11312,36215,1257,11800,59,24911,5238,2059,45,1893,9517,32408,123863,17091,125580
B1717,3,State - Punjab,Urban,Total Female Workers,Widowed,63624,63455,1143,,2404,1082,0,2023,7032,454,2556,10,4439,1130,594,12,233,1084,7812,10461,1683,19303
B1717,3,State - Punjab,Urban,Total Female Workers,Separated,5050,4945,45,,141,68,0,109,719,8,192,0,332,76,37,0,31,99,418,1374,90,1206
B1717,3,State - Punjab,Urban,Total Female Workers,Divorced,3655,3801,37,,63,26,0,69,507,12,93,0,263,51,32,0,41,102,301,1288,78,838
B1717,3,State - Punjab,Urban,Main Workers,Total,497120,497643,6705,,11765,5357,11,12068,46870,1814,14461,79,32510,7133,2737,61,3565,13734,47642,158809,13970,118352
B1717,3,State - Punjab,Urban,Main Workers,Never Married,92941,92641,1548,,1699,370,0,1786,8963,129,2476,15,6202,1128,355,17,1443,3383,9257,28187,1886,23797
B1717,3,State - Punjab,Urban,Main Workers,Married,342929,343819,4208,,8299,4044,11,8489,30628,1215,9649,56,21773,4804,1796,36,1835,9109,30149,118026,10829,78863
B1717,3,State - Punjab,Urban,Main Workers,Widowed,53690,53583,891,,1629,873,0,1661,6185,450,2108,8,4007,1080,526,8,219,1051,7561,10038,1141,14147
B1717,3,State - Punjab,Urban,Main Workers,Separated,4383,4343,31,,96,52,0,81,636,8,154,0,297,72,32,0,29,97,386,1321,54,997
B1717,3,State - Punjab,Urban,Main Workers,Divorced,3177,3257,27,,42,18,0,51,458,12,74,0,231,49,28,0,39,94,289,1237,60,548
B1717,3,State - Punjab,Urban,Marginal Workers,Total,142705,142117,4084,,8678,1704,2,4029,8581,54,3214,5,4434,565,380,16,177,670,3468,9063,8150,84843
B1717,3,State - Punjab,Urban,Marginal Workers,Never Married,45615,44779,1407,,1231,149,2,798,2015,8,558,0,797,75,40,3,101,219,914,2699,1292,32471
B1717,3,State - Punjab,Urban,Marginal Workers,Married,86011,86320,2401,,6606,1322,0,2823,5587,42,2151,3,3138,434,263,9,58,408,2259,5837,6262,46717
B1717,3,State - Punjab,Urban,Marginal Workers,Widowed,9934,9872,252,,775,209,0,362,847,4,448,2,432,50,68,4,14,33,251,423,542,5156
B1717,3,State - Punjab,Urban,Marginal Workers,Separated,667,602,14,,45,16,0,28,83,0,38,0,35,4,5,0,2,2,32,53,36,209
B1717,3,State - Punjab,Urban,Marginal Workers,Divorced,478,544,10,,21,8,0,18,49,0,19,0,32,2,4,0,2,8,12,51,18,290
B1717,4,State - Chandigarh,Total,Total Female Workers,Total,75977,75751,464,,312,510,9,740,4499,346,2091,3,4619,757,635,2,1939,3831,12924,20985,499,20586
B1717,4,State - Chandigarh,Total,Total Female Workers,Never Married,16033,15858,147,,58,42,0,120,967,32,215,3,764,163,80,0,964,874,2758,3284,94,5293
B1717,4,State - Chandigarh,Total,Total Female Workers,Married,52395,52389,279,,222,401,9,544,3007,234,1590,0,3183,516,467,2,885,2652,8541,16086,357,13414
B1717,4,State - Chandigarh,Total,Total Female Workers,Widowed,6398,6320,34,,30,62,0,62,417,67,267,0,592,76,74,0,56,239,1429,1244,45,1626
B1717,4,State - Chandigarh,Total,Total Female Workers,Separated,614,628,2,,1,2,0,12,54,9,14,0,50,2,12,0,17,33,94,160,2,164
B1717,4,State - Chandigarh,Total,Total Female Workers,Divorced,537,556,2,,1,3,0,2,54,4,5,0,30,0,2,0,17,33,102,211,1,89
B1717,4,State - Chandigarh,Total,Main Workers,Total,68739,68584,263,,230,345,9,579,3763,338,1922,3,4243,727,574,2,1856,3728,12620,20136,310,16936
B1717,4,State - Chandigarh,Total,Main Workers,Never Married,13719,13636,71,,37,31,0,85,786,32,201,3,712,151,75,0,912,841,2652,3032,57,3958
B1717,4,State - Chandigarh,Total,Main Workers,Married,47924,47867,162,,167,258,9,422,2486,228,1470,0,2899,498,415,2,859,2591,8360,15538,219,11284
B1717,4,State - Chandigarh,Total,Main Workers,Widowed,6030,5983,26,,24,52,0,58,392,65,238,0,561,76,70,0,54,235,1415,1213,31,1473
B1717,4,State - Chandigarh,Total,Main Workers,Separated,570,579,2,,1,2,0,12,49,9,10,0,44,2,12,0,17,30,94,149,2,144
B1717,4,State - Chandigarh,Total,Main Workers,Divorced,496,519,2,,1,2,0,2,50,4,3,0,27,0,2,0,14,31,99,204,1,77
B1717,4,State - Chandigarh,Total,Marginal Workers,Total,7238,7167,201,,82,165,0,161,736,8,169,0,376,30,61,0,83,103,304,849,189,3650
B1717,4,State - Chandigarh,Total,Marginal Workers,Never Married,2314,2222,76,,21,11,0,35,181,0,14,0,52,12,5,0,52,33,106,252,37,1335
B1717,4,State - Chandigarh,Total,Marginal Workers,Married,4471,4522,117,,55,143,0,122,521,6,120,0,284,18,52,0,26,61,181,548,138,2130
B1717,4,State - Chandigarh,Total,Marginal Workers,Widowed,368,337,8,,6,10,0,4,25,2,29,0,31,0,4,0,2,4,14,31,14,153
B1717,4,State - Chandigarh,Total,Marginal Workers,Separated,44,49,0,,0,0,0,0,5,0,4,0,6,0,0,0,0,3,0,11,0,20
B1717,4,State - Chandigarh,Total,Marginal Workers,Divorced,41,37,0,,0,1,0,0,4,0,2,0,3,0,0,0,3,2,3,7,0,12
B1717,4,State - Chandigarh,Rural,Total Female Workers,Total,1686,1686,51,,46,133,0,31,166,4,70,0,114,19,29,0,26,18,110,243,8,618
B1717,4,State - Chandigarh,Rural,Total Female Workers,Never Married,298,298,8,,11,9,0,1,23,1,8,0,16,8,4,0,12,7,25,34,1,130
B1717,4,State - Chandigarh,Rural,Total Female Workers,Married,1261,1261,40,,33,114,0,27,132,3,59,0,90,11,23,0,13,11,76,185,6,438
B1717,4,State - Chandigarh,Rural,Total Female Workers,Widowed,102,102,3,,2,9,0,3,9,0,3,0,7,0,2,0,1,0,8,17,0,38
B1717,4,State - Chandigarh,Rural,Total Female Workers,Separated,19,19,0,,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,4,0,11
B1717,4,State - Chandigarh,Rural,Total Female Workers,Divorced,6,6,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
B1717,4,State - Chandigarh,Rural,Main Workers,Total,1327,1327,23,,25,34,0,27,111,4,58,0,91,14,21,0,22,18,101,223,4,551
B1717,4,State - Chandigarh,Rural,Main Workers,Never Married,232,232,5,,4,1,0,0,16,1,7,0,13,6,2,0,9,7,22,27,0,112
B1717,4,State - Chandigarh,Rural,Main Workers,Married,981,981,15,,19,30,0,24,86,3,48,0,70,8,17,0,12,11,71,172,3,392
B1717,4,State - Chandigarh,Rural,Main Workers,Widowed,90,90,3,,2,3,0,3,7,0,3,0,7,0,2,0,1,0,7,17,0,35
B1717,4,State - Chandigarh,Rural,Main Workers,Separated,19,19,0,,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,4,0,11
B1717,4,State - Chandigarh,Rural,Main Workers,Divorced,5,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1
B1717,4,State - Chandigarh,Rural,Marginal Workers,Total,359,359,28,,21,99,0,4,55,0,12,0,23,5,8,0,4,0,9,20,4,67
B1717,4,State - Chandigarh,Rural,Marginal Workers,Never Married,66,66,3,,7,8,0,1,7,0,1,0,3,2,2,0,3,0,3,7,1,18
B1717,4,State - Chandigarh,Rural,Marginal Workers,Married,280,280,25,,14,84,0,3,46,0,11,0,20,3,6,0,1,0,5,13,3,46
B1717,4,State - Chandigarh,Rural,Marginal Workers,Widowed,12,12,0,,0,6,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3
B1717,4,State - Chandigarh,Rural,Marginal Workers,Separated,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1717,4,State - Chandigarh,Rural,Marginal Workers,Divorced,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1717,4,State - Chandigarh,Urban,Total Female Workers,Total,74291,74065,413,,266,377,9,709,4333,342,2021,3,4505,738,606,2,1913,3813,12814,20742,491,19968
B1717,4,State - Chandigarh,Urban,Total Female Workers,Never Married,15735,15560,139,,47,33,0,119,944,31,207,3,748,155,76,0,952,867,2733,3250,93,5163
B1717,4,State - Chandigarh,Urban,Total Female Workers,Married,51134,51128,239,,189,287,9,517,2875,231,1531,0,3093,505,444,2,872,2641,8465,15901,351,12976
B1717,4,State - Chandigarh,Urban,Total Female Workers,Widowed,6296,6218,31,,28,53,0,59,408,67,264,0,585,76,72,0,55,239,1421,1227,45,1588
B1717,4,State - Chandigarh,Urban,Total Female Workers,Separated,595,609,2,,1,2,0,12,52,9,14,0,49,2,12,0,17,33,93,156,2,153
B1717,4,State - Chandigarh,Urban,Total Female Workers,Divorced,531,550,2,,1,2,0,2,54,4,5,0,30,0,2,0,17,33,102,208,0,88
B1717,4,State - Chandigarh,Urban,Main Workers,Total,67412,67257,240,,205,311,9,552,3652,334,1864,3,4152,713,553,2,1834,3710,12519,19913,306,16385
B1717,4,State - Chandigarh,Urban,Main Workers,Never Married,13487,13404,66,,33,30,0,85,770,31,194,3,699,145,73,0,903,834,2630,3005,57,3846
B1717,4,State - Chandigarh,Urban,Main Workers,Married,46943,46886,147,,148,228,9,398,2400,225,1422,0,2829,490,398,2,847,2580,8289,15366,216,10892
B1717,4,State - Chandigarh,Urban,Main Workers,Widowed,5940,5893,23,,22,49,0,55,385,65,235,0,554,76,68,0,53,235,1408,1196,31,1438
B1717,4,State - Chandigarh,Urban,Main Workers,Separated,551,560,2,,1,2,0,12,47,9,10,0,43,2,12,0,17,30,93,145,2,133
B1717,4,State - Chandigarh,Urban,Main Workers,Divorced,491,514,2,,1,2,0,2,50,4,3,0,27,0,2,0,14,31,99,201,0,76
B1717,4,State - Chandigarh,Urban,Marginal Workers,Total,6879,6808,173,,61,66,0,157,681,8,157,0,353,25,53,0,79,103,295,829,185,3583
B1717,4,State - Chandigarh,Urban,Marginal Workers,Never Married,2248,2156,73,,14,3,0,34,174,0,13,0,49,10,3,0,49,33,103,245,36,1317
B1717,4,State - Chandigarh,Urban,Marginal Workers,Married,4191,4242,92,,41,59,0,119,475,6,109,0,264,15,46,0,25,61,176,535,135,2084
B1717,4,State - Chandigarh,Urban,Marginal Workers,Widowed,356,325,8,,6,4,0,4,23,2,29,0,31,0,4,0,2,4,13,31,14,150
B1717,4,State - Chandigarh,Urban,Marginal Workers,Separated,44,49,0,,0,0,0,0,5,0,4,0,6,0,0,0,0,3,0,11,0,20
B1717,4,State - Chandigarh,Urban,Marginal Workers,Divorced,40,36,0,,0,0,0,0,4,0,2,0,3,0,0,0,3,2,3,7,0,12
B1717,5,State - Uttarakhand,Total,Total Female Workers,Total,1320354,1321588,845011,,116761,29586,685,28598,24598,2294,14909,35,22802,2726,2442,45,1416,4808,34095,99734,16549,74494
B1717,5,State - Uttarakhand,Total,Total Female Workers,Never Married,164186,164077,82312,,15343,3046,117,4660,6959,390,1465,0,2783,419,312,24,701,1384,6777,13805,2670,20910
B1717,5,State - Uttarakhand,Total,Total Female Workers,Married,997803,998796,666514,,86578,23507,524,21349,14374,1080,10936,31,16696,1651,1546,21,557,2835,20464,72501,12579,45053
B1717,5,State - Uttarakhand,Total,Total Female Workers,Widowed,149780,150194,92548,,13942,2857,44,2459,2790,807,2276,4,3126,624,532,0,152,537,6500,11814,1246,7936
B1717,5,State - Uttarakhand,Total,Total Female Workers,Separated,6494,6422,3025,,718,133,0,98,319,13,191,0,152,14,33,0,4,25,259,982,30,426
B1717,5,State - Uttarakhand,Total,Total Female Workers,Divorced,2091,2099,612,,180,43,0,32,156,4,41,0,45,18,19,0,2,27,95,632,24,169
B1717,5,State - Uttarakhand,Total,Main Workers,Total,799864,801029,500113,,50881,14347,382,13952,17296,2053,7471,30,16807,2216,2146,34,1301,4417,26603,93743,9019,38218
B1717,5,State - Uttarakhand,Total,Main Workers,Never Married,72027,71978,27207,,5375,770,57,1605,4628,339,784,0,2127,339,276,16,640,1288,5899,12042,1104,7482
B1717,5,State - Uttarakhand,Total,Main Workers,Married,624938,625771,414856,,37873,11875,300,10817,10113,933,5372,26,11988,1288,1371,18,508,2580,14708,68925,7130,25090
B1717,5,State - Uttarakhand,Total,Main Workers,Widowed,96953,97375,55793,,7174,1603,25,1440,2191,766,1213,4,2555,562,453,0,147,501,5726,11247,747,5228
B1717,5,State - Uttarakhand,Total,Main Workers,Separated,4368,4291,1848,,374,68,0,70,238,11,79,0,102,11,31,0,4,21,185,932,24,293
B1717,5,State - Uttarakhand,Total,Main Workers,Divorced,1578,1614,409,,85,31,0,20,126,4,23,0,35,16,15,0,2,27,85,597,14,125
B1717,5,State - Uttarakhand,Total,Marginal Workers,Total,520490,520559,344898,,65880,15239,303,14646,7302,241,7438,5,5995,510,296,11,115,391,7492,5991,7530,36276
B1717,5,State - Uttarakhand,Total,Marginal Workers,Never Married,92159,92099,55105,,9968,2276,60,3055,2331,51,681,0,656,80,36,8,61,96,878,1763,1566,13428
B1717,5,State - Uttarakhand,Total,Marginal Workers,Married,372865,373025,251658,,48705,11632,224,10532,4261,147,5564,5,4708,363,175,3,49,255,5756,3576,5449,19963
B1717,5,State - Uttarakhand,Total,Marginal Workers,Widowed,52827,52819,36755,,6768,1254,19,1019,599,41,1063,0,571,62,79,0,5,36,774,567,499,2708
B1717,5,State - Uttarakhand,Total,Marginal Workers,Separated,2126,2131,1177,,344,65,0,28,81,2,112,0,50,3,2,0,0,4,74,50,6,133
B1717,5,State - Uttarakhand,Total,Marginal Workers,Divorced,513,485,203,,95,12,0,12,30,0,18,0,10,2,4,0,0,0,10,35,10,44
B1717,5,State - Uttarakhand,Rural,Total Female Workers,Total,1158859,1160305,838009,,110932,26984,630,22688,12574,742,10124,6,13194,1364,804,8,296,1176,15674,53670,12240,39190
B1717,5,State - Uttarakhand,Rural,Total Female Workers,Never Married,131179,131198,81592,,14730,2958,114,3266,3778,90,906,0,1366,184,88,0,166,290,2106,6214,2076,11274
B1717,5,State - Uttarakhand,Rural,Total Female Workers,Married,892545,893684,661115,,82445,21474,490,17482,7448,346,7678,6,10282,884,520,8,104,710,10554,38988,9216,23934
B1717,5,State - Uttarakhand,Rural,Total Female Workers,Widowed,128628,129007,91682,,12929,2398,26,1852,1152,304,1372,0,1440,282,170,0,26,158,2830,7670,920,3796
B1717,5,State - Uttarakhand,Rural,Total Female Workers,Separated,5202,5144,3014,,664,116,0,72,152,0,148,0,80,6,14,0,0,10,150,568,12,138
B1717,5,State - Uttarakhand,Rural,Total Female Workers,Divorced,1305,1272,606,,164,38,0,16,44,2,20,0,26,8,12,0,0,8,34,230,16,48
B1717,5,State - Uttarakhand,Rural,Main Workers,Total,674809,676288,495365,,47581,12650,362,10326,8602,694,4040,6,8614,998,700,8,260,1046,9570,50344,6264,18858
B1717,5,State - Uttarakhand,Rural,Main Workers,Never Married,49575,49646,26919,,5097,714,56,948,2484,84,358,0,858,146,80,0,140,272,1698,5402,800,3590
